0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 
0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> c_last_name,c_first_name,c_salutation,c_preferred_cust_flag,ss_ticket_number,cnt
Greenwood,Howard,Mr.,Y,1359224112,5
Maldonado,Lisa,Miss,N,1653973459,5
Bender,Julie,Miss,Y,1710889546,5
Desjardins,Gabriel,Dr.,N,906319946,5
Mccarthy,Priscilla,Dr.,N,223354570,5
Trujillo,Gladys,Mrs.,Y,77911051,5
Thompson,Michael,Mr.,N,96328527,5
Willingham,William,Sir,N,1676783643,5
Hildebrand,Ronald,Dr.,Y,882301674,5
Tyler,Jacqueline,Miss,Y,1314243743,5
Anderson,Dorothy,Miss,Y,1214080479,5
Bennett,Francisco,Dr.,Y,1267486965,5
Willis,Marguerite,Ms.,N,1778726588,5
Fries,Robert,Sir,N,1826032452,5
Dailey,Georgette,Ms.,Y,191440941,5
Harrison,Blanche,Miss,N,1686458807,5
Benavides,Cherly,Mrs.,N,1221692933,5
Phipps,Dorothy,Miss,N,1107036331,5
Garner,John,Mr.,N,1275464346,5
Johnson,Shanell,Mrs.,N,56891738,5
Hoover,Christine,Dr.,Y,1983882839,5
Kern,Jonathan,Mr.,N,1849636644,5
Norwood,Heather,Miss,N,1674170825,5
Wiggins,Betty,Mrs.,Y,1822513737,5
Mckeown,Stephanie,Mrs.,N,246228151,5
Waite,Phyllis,Ms.,Y,1216505392,5
Stewart,Cynthia,Miss,Y,838400771,5
Wofford,Theresa,Mrs.,N,1225992167,5
,,Dr.,Y,2032942294,5
,Michael,,,252935904,5
Dennis,Jon,Dr.,N,1796899728,5
Smith,April,Dr.,N,1417935259,5
Lindsey,Billy,Sir,N,1748238075,5
Smith,Nicole,Miss,N,567306996,5
Grimes,Gary,Sir,N,574248913,5
Allen,Michael,Sir,N,734745155,5
Parsons,Pedro,Dr.,N,1406046797,5
Pino,Steve,Mr.,Y,1230436496,5
Dean,Harold,Mr.,N,978103838,5
Wilson,Janice,Dr.,N,1403894824,5
Friend,George,Dr.,N,1277202782,5
Nunez,Kara,Miss,N,1180446122,5
Carr,Theodore,Dr.,N,1991696728,5
Coleman,Elias,Mr.,Y,928920913,5
Yates,Abel,Mr.,Y,757582625,5
Thomas,Gary,Sir,Y,802084900,5
Parker,Marcus,Sir,Y,2062039012,5
Mcinnis,Christopher,Dr.,Y,1350709655,5
Cheek,Raymond,Mr.,N,73498142,5
Brown,Jamie,Dr.,N,1835194275,5
Lorenzo,Viola,Dr.,Y,1685530365,5
Frias,Richard,Mr.,Y,1630805511,5
Duncan,Mark,Mr.,Y,68404734,5
Polanco,David,Mr.,Y,186062268,5
,,,,902510489,5
Johnson,Roxanne,Ms.,N,2066284042,5
Dixon,Bradley,Dr.,Y,2050126031,5
Lewis,Harry,Mr.,Y,826116924,5
,Linda,,N,1814597920,5
Huffman,Clyde,Sir,N,618268171,5
Jensen,Arthur,Ms.,N,777784196,5
Roland,Shelby,Dr.,Y,194669972,4
,Erica,Mrs.,,1925413091,4
Lane,Tina,Miss,N,1999738849,4
Anderson,Edwin,Sir,Y,474376600,4
Robinson,Holly,Miss,N,1837496602,4
Stone,Mike,Dr.,N,1418177328,4
Martinez,Connie,Dr.,N,1277457262,4
Johns,Richard,Mr.,N,1331927943,4
May,Richard,Mr.,N,289807629,4
Mccray,Chris,Dr.,Y,78590316,4
Lambert,Franklin,Sir,Y,1062613966,4
Foster,Randall,Dr.,Y,1873247948,4
Lang,Lillie,Mrs.,Y,1666029313,4
Chase,Nina,Miss,N,1241877229,4
Dailey,,Sir,,1124972938,4
Ritchey,Elizabeth,Miss,Y,952853596,4
Quick,Zina,Miss,Y,93120770,4
Barr,Ward,Sir,N,1035411349,4
Read,Mathew,Sir,Y,601616940,4
Farrell,Guadalupe,Mr.,N,795192331,4
Neely,Mona,Dr.,N,1093515585,4
Mcpherson,Edward,,,676134699,4
Perry,William,Mr.,Y,1111668612,4
Crandall,Charlotte,Dr.,Y,105003470,4
Johnson,Janet,Miss,N,1054786850,4
Rasmussen,Lawrence,Mr.,N,1832312667,4
Wilson,Raymond,Mr.,N,931662995,4
Massey,Bill,Mr.,N,1287143830,4
Jenkins,Michael,Sir,Y,722549805,4
Gonzalez,Nora,Miss,N,423770753,4
Evans,Ruth,Mrs.,Y,1245692982,4
Hudson,Kayla,Ms.,N,8301513,4
Weddle,Tricia,Dr.,Y,1267749861,4
Roberts,Audria,Miss,N,1430789146,4
Stephens,William,Mr.,N,1121390466,4
Blackwell,Elmer,Mr.,Y,1665686743,4
Daniels,Alyssa,Miss,N,1663795095,4
Thomas,Silvia,Mrs.,N,752568786,4
Scribner,Scott,Sir,Y,1721601563,4
Vinson,Edwin,Sir,N,521988156,4
Walker,,Dr.,,1102433700,4
Bowen,Dane,Mr.,N,1425675214,4
Marsh,Josefa,Mrs.,N,299786708,4
,Sheldon,Mr.,,1291647253,4
Harris,Jason,Sir,Y,768355032,4
Richardson,Daniel,Dr.,N,558491995,4
Smith,Kelly,Sir,N,2006652491,4
King,Kevin,Sir,Y,1217235175,4
Poole,Anthony,Dr.,N,864526679,4
Barajas,Annette,Dr.,N,1818217082,4
Berger,Shawn,Sir,Y,1561134573,4
Houston,Juan,Dr.,Y,534895776,4
Scarborough,Charles,Sir,Y,1294359978,4
Rich,Corinne,Miss,Y,821055653,4
Rhodes,Ted,Sir,Y,1383663058,4
Coleman,Derek,Sir,Y,887040795,4
Walker,Charles,Dr.,N,1330608167,4
Pierce,Jerry,Mr.,N,1812721195,4
Vazquez,Olivia,Dr.,N,1831729425,4
Martinez,David,Mr.,Y,489020432,4
Cardona,Bradley,Dr.,Y,296623808,4
Henry,Catherine,Mrs.,N,565513465,4
Castillo,Leola,Ms.,N,1250015601,4
Aguilera,Rodrigo,Dr.,Y,1868100551,4
Valencia,Armando,Mr.,N,884630717,4
Hurley,Richard,Sir,N,1010497753,4
Girard,James,Mr.,N,929105231,4
Lutz,Arnold,Mr.,Y,765278275,4
Fay,Maryalice,Miss,N,659488677,4
Potts,Randall,Mr.,Y,2104947748,4
Richardson,Dennis,Mr.,Y,374388471,4
Roberts,Tim,Mr.,N,1845818290,4
Shea,Francisco,Mr.,N,1881525915,4
Sullivan,Marie,Ms.,N,305600849,4
Berry,Jose,Dr.,N,101778826,4
Longoria,Raymond,Sir,N,94768805,4
Thompson,Heather,Mrs.,N,1929168497,4
Brooks,Lee,Sir,Y,846663510,4
Burnett,Staci,Dr.,Y,1615819686,4
Estep,Christina,Miss,N,2124314919,4
Alford,Timothy,Dr.,Y,1201166315,4
Bennett,Steve,Mr.,N,1866990777,4
Jimenez,Albert,Ms.,N,1479168192,4
Gauthier,Elizabeth,Mrs.,Y,576292351,4
Greathouse,Laura,Ms.,N,760682217,4
Dew,Johnny,Dr.,N,1626444344,4
Davis,Beverly,Ms.,N,1810434912,4
Robinette,Kacey,Ms.,N,421789218,4
Mccoy,Travis,Mr.,Y,1009899765,4
Campbell,Charles,Sir,N,956137711,4
Greene,Mark,Mr.,Y,119414361,4
Lawson,Joyce,Miss,Y,1167278280,4
Kemp,Amy,Ms.,N,1504561775,4
Spears,Lawrence,Mr.,N,2094436732,4
Green,Julian,Mr.,Y,1895867786,4
Nelson,,Sir,Y,112827953,4
Baker,Judith,Dr.,N,425023604,4
Campbell,Alan,Dr.,Y,248847387,4
Frazier,Jason,Mr.,N,2048351669,4
Mcallister,Scott,Dr.,Y,1819929692,4
Schafer,Dewayne,Sir,Y,1661451463,4
,,Dr.,,1064808585,4
Darnell,Byron,Dr.,N,1897445252,4
,,,N,1941985079,4
Blackwell,Lowell,Sir,N,1302092689,4
Martin,Eva,Dr.,Y,117249657,4
Mullins,Aretha,Dr.,Y,68415508,4
,Marcus,Dr.,N,1176188386,4
Deleon,Sandra,Ms.,Y,1750151579,4
Morgan,Daniela,Dr.,N,872828876,4
Jones,Diana,Miss,Y,1825527784,4
Moore,Eddie,Mr.,Y,1968191333,4
Landrum,Ruth,Dr.,Y,285291717,4
Carlisle,Charlie,Dr.,Y,1616409409,4
Weaver,Michael,Mr.,Y,1668766237,4
Snow,Stacie,Ms.,N,1609654025,4
Murray,Elias,Sir,N,378496691,4
Simpson,Nathaniel,Sir,N,2069797409,4
Murphy,Micheal,Dr.,Y,1570169986,4
Galloway,Barbara,Dr.,Y,835940291,4
Myers,Michael,Mr.,Y,670199967,4
Weatherford,Gregory,Mr.,N,332622818,4
Maguire,Sally,Ms.,N,85494261,4
Sessions,Ray,Mr.,N,1368506833,4
Johnson,Jessica,Mrs.,N,1743241469,4
Schroeder,Claude,Sir,N,1736159397,4
Davis,Lauryn,Dr.,N,1617147847,4
Bentley,Gerald,Sir,Y,216352391,4
Mcdaniel,Michael,Sir,Y,2103548773,4
Huerta,Scott,Dr.,N,112371762,4
Joyce,Bernard,Mr.,Y,39767543,4
Patterson,Linda,Ms.,N,1043288471,4
Ledford,Martha,Mrs.,N,396223285,4
Berry,Howard,Dr.,N,1359838029,4
Munoz,,Ms.,,302457304,4
Prosser,Micheal,Dr.,Y,407658208,4
Gould,Douglas,Dr.,Y,149414284,4
Shannon,Harry,Sir,N,1452475570,4
Allen,Alan,Sir,N,764605494,4
Walden,Peggy,Mrs.,Y,399581334,4
Ingram,Joanne,Ms.,N,1012069610,4
Williams,Linda,Ms.,N,2188297,4
Watkins,Susan,Ms.,Y,1443457644,4
Weber,Charles,Mr.,N,1476201418,4
,Margaret,,N,432187607,4
Heim,Joseph,Mr.,N,1014498457,4
Head,Amanda,Ms.,N,322959684,4
Figueroa,John,Mr.,Y,2033604126,4
Martinez,Laura,Dr.,N,1034696572,4
Nagy,Douglas,Dr.,,1677228569,4
Rubio,Sallie,Dr.,Y,2017474862,4
Jarvis,Andrew,Mrs.,Y,788537552,4
Cruz,,Mrs.,,1530592753,4
,Adela,Ms.,,1989896241,4
Allen,Albert,Mrs.,N,2107096058,4
Humphreys,Louise,Dr.,N,494618786,4
Barnes,Allen,Dr.,N,1510220516,4
Sanchez,Lois,Dr.,Y,292534778,4
Thomas,Joseph,Mr.,Y,979892307,4
Ruffin,Mark,Dr.,N,877317978,4
Early,Christopher,Mr.,Y,2049734925,4
Scott,Lyle,Sir,Y,1083908109,4
Chavez,Michael,Sir,N,1864408530,4
Hanna,Peter,Sir,Y,1884195410,4
Kirby,Archie,Dr.,Y,157140377,4
Miller,Misty,Miss,Y,979419665,4
Hansen,Lois,Mrs.,N,575743394,4
,Ed,,N,1182938436,4
Rigsby,Edna,Ms.,N,2027914450,4
Keene,Alberta,Miss,N,1727900186,4
Cooley,Mike,Dr.,N,1024678411,4
Swank,Marybeth,Dr.,Y,1730962342,4
Acker,Caroline,Ms.,Y,1753540954,4
Harrison,Leo,Sir,Y,1327982597,4
Sutton,Rex,Mr.,N,37334614,4
Smith,Martha,Ms.,N,1479923262,4
Ackerman,Gary,Dr.,Y,1488185754,4
Cook,Brittany,Mrs.,N,154458642,4
Moore,Karen,Mrs.,N,1377768772,4
Aguilar,Todd,Dr.,Y,865575677,4
Patterson,Brendan,Mr.,N,2143015094,4
Jefferson,Gene,Sir,Y,1216782203,4
Webber,Monique,Mrs.,Y,122684601,4
Denny,Charles,Mr.,Y,494096321,4
Ruiz,Teresa,Mrs.,Y,867648275,4
Kennedy,Christopher,Mr.,Y,1522129356,4
Green,James,Dr.,Y,806532923,4
Caron,Donald,Mr.,N,1808245440,4
Hale,Jocelyn,Dr.,Y,231512522,4
Helton,Darlene,Ms.,Y,1512855530,4
Mcghee,Ida,Miss,Y,1034070603,4
Delarosa,Alice,Ms.,,166900075,4
Souza,Curtis,Mr.,N,98917175,4
Richardson,Loretta,Mrs.,N,861052180,4
Cornelius,Wilfredo,Sir,Y,1925866442,4
Burge,Gabriela,Miss,Y,839500810,4
Biggs,Max,Mr.,Y,1652869933,4
Thompson,Nathan,Dr.,N,972301243,3
Witherspoon,Laura,Ms.,N,1272220888,3
Reeves,Rigoberto,Sir,Y,105390304,3
Young,Christy,Mrs.,Y,1511795678,3
Kinney,John,Dr.,Y,401426259,3
Martin,Aaron,Mrs.,N,986476480,3
Wright,James,Sir,Y,1039561847,3
,Shane,Mr.,Y,147038834,3
Nelson,Suzanne,Ms.,Y,1611011603,2
0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 
